review,Hotel#General,Hotel#Price,Hotel#Designs_Features,Hotel#Cleanliness,Hotel#Comfort,Hotel#Quality,Hotel#Miscellaneous,Rooms#General,Rooms#Price,Rooms#Designs_Features,Rooms#Cleanliness,Rooms#Comfort,Rooms#Quality,Rooms#Miscellaneous,Room_amenities#General,Room_amenities#Price,Room_amenities#Designs_Features,Room_amenities#Cleanliness,Room_amenities#Comfort,Room_amenities#Quality,Room_amenities#Miscellaneous,Facilities#General,Facilities#Price,Facilities#Designs_Features,Facilities#Cleanliness,Facilities#Comfort,Facilities#Quality,Facilities#Miscellaneous,Service#General,Location#General,Food_Drinks#Price,Food_Drinks#Quality,Food_Drinks#Style_Options,Food_Drinks#Miscellaneous
Nhân viên vui vẻ dễ thương. Rất đáng tiền bỏ ra Không gian rộng rãi. Gần bờ biển,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
Mọi thứ đều ổn trừ nhà vệ sinh có mùi khó chịu,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,
"Resort to đẹp hiện đại, phòng ốc sạch sẽ, nhân viên lễ tân và dọn phòng thân thiện, tối đến có nhân viên mang socola đến tận phòng. Vị trí cách khu ăn uống bờ kè khoảng 5-6 km, mọi vấn đề cũng ok. Mỗi vấn đề là mình thuê xe máy đê đi lại cho tiện mà hôm vào bãi xe máy, có anh bảo vệ cứ hỏi đi hỏi lại mình ở đây ah, rồi phòng bao nhiêu, còn các bảo vệ sau thì không thấy ai hỏi nữa.",Positive,,Positive,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
Mọi thứ đều nhẹ nhàng. Trải nghiệm tuyệt vời tại đà lạt.,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chúng tôi đến đây vào dịp lễ. Khách sạn không xa trung tâm lắm. Tuy bên ngoài bề thế nhưng phòng nhỏ, nước sàn nhà vệ sinh không thoát, bữa sáng nghèo nàn. chỉ được yên tĩnh",,,Positive,,Positive,,,,,Negative,,,,,,,,,,Negative,,,,,,,,,,Neutral,,,Negative,
"Khách sạn sạch sẽ, rất tốt. Phòng rộng rãi nước và máy lạnh đều tốt",Positive,,,Positive,,,,,,Positive,,,,,,,,,,Positive,,,,,,,,,,,,,,
"Khách sạn sạch sẽ view biển, nhân viên dễ thương tận tình, nhất là 2 anh nhân viên hành lý A Đoàn và A Long, rất nhiệt tình dễ mến",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
chỗ ở sạch sẽ rất ok.,,,,,,,,Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,
"Phòng đẹp, vị trí thuận lợi, nhân viên nhiệt tình.",,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Đồ ăn sáng nghèo nàn, cần cải thiện thêm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,
"Khách sạn có hồ bơi cực kì đẹp, đặc việc lúc hoàng hôn, nhân viên nhiệt tình, mình vào sớm 10h mà khách sạn đã hỗ trợ cho check in",,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,Positive,,,,,
"Nhân viên thân thiện, khách sạn ở trung tâm thành phố nên tiết kiệm chi phí đi lại, quán cafe của khách sạn có món cafe sữa rất ngon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,Positive,,
"Bố mẹ mình hài lòng, có điều đườn vào resort vào sâu quá.",,,,,Positive,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giá hợp lý, đồ ăn khá ổn, rộng rãi, thoáng",,Positive,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,
"Không gian rộng rãi và rất đẹp, đặc biệt là có rừng thông rất mát. Phòng ở sạch sẽ, thoải mái.",,,Positive,Positive,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,
"Đây là lần thứ 2 mình lưu trú tại khách sạn này. Lần trước mình đi thì được xếp phòng tại lầu 1, lần này thì bị xuống B2, nhưng điều đó cũng không ảnh hưởng lắm. Tuy nhiên mình thấy thái độ nhân viên đợt này không tốt lắm, do mình tới khách sạn sớm nên nhân viên báo chưa có phòng, xin sốđiệnthoại mình để nếu có phòng sẽ gọi lại ngay, mình ok và đi ăn, sau đó quay lại khách sạn lúc 13h30, thế là ngồi chờ tới 14h để được nhận phòng. Đúng 14h mình ra nhận phòng thì bạn đó cũng làm thủ tục cho mình nhanh chóng (chứng tỏ đã có phòng trống từ lúc mình về nhưng không báo mình nhận luôn), có bạn nam tiếp tân dẫn bọn mình tới phòng, thế nhưng chưa được 5p sau thì tiếp tân gọi phòng có vấn đề về vòi nước nên chưa sử dụng được. What? Sao không hoàn tất trước đó, để khách nhận phòng rồi mới bắt đầu gọi và bắt khách đợi thêm 30p? Ngoài ra hình phòng mình gửi như mọi người thấy có những con chim màu đen, tuy nhiên nhìn gần đi rồi các bạn thấy những con chim này bám đầy bụi, tưởng chừng như nằm sẽ rớt vào mặt ấy. Cảm thấy lần này không hài lòng lắm!!!",,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Tôi đã có kỳ nghĩ dưỡng tại đây rất tốt, khí hậu, không gian nghĩ ngơi rất yên tĩnh, các dịch vụ ở đây tốt, thái độ nhân viên rất nhiệt tình và đáng yêu. Tôi nghĩ nên có thêm các món ăn đặt trưng của Đà Lạt vào thực đơn của nhà hàng sẽ tăng độ phong phú hơn trong thực đơn. Nếu có dịp tôi sẽ trở lại nơi này",Positive,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,Negative,
nhân viên phục vụ nhiệt tình thân thiện. khá ok,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng superior hơi tệ, không có giường đôi, 2 giường đơn ghép làm một, nhân viên không hỗ trợ đem hành lý giúp khách mà còn nấn ná đợi tiền tip.",,,,,,,,Negative,,Negative,,,,,,,,,,,,,,,,,,,Negative,,,,,
Khách sạn ngay trung tâm tiện tham quan phố cổ Nhân viên thân thiện nhiệt tình Sẽ quay lại và giới thiệu người thân,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Phòng sạch sẽ, đẹp như hình, giá hợp lý, vị trí trung tâm thuận tiện di chuyển. Sẽ ghé lại nghỉ ngơi nếu về Sài Gòn công tác. ",Positive,,,,,,,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,
ở gần khu vực trung tâm nhưng phòng ngủ không kín nên rất ồn,,,,,,,,,,Negative,,Negative,,,,,,,,,,,,,,,,,,Positive,,,,
Khach san sach se nhan vien nhiet tinh than thien Tuyệt vời,Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Resort tuyệt đẹp, nằm ngay bên cạnh hồ Tuyền Lâm và rừng thông vô cùng thơ mộng, phòng sạch sẽ, tiện nghi, ăn sáng phong phú. villa thì có bếp và phòng ăn, xe điện đưa đóng miễn phí khi cần di chuyển, phòng khách sạn thì sử dụng xe điện sẽ mất phí",,,Positive,,,,,,,,Positive,,,,Positive,,,,,,,,Neutral,Positive,,,,,,Positive,,,Positive,
"Khuôn viên đẹp, sát bờ biển, tuy nhiên resort cũng đã cũ nhug ko đc bảo dưỡng và quản lý sát sao. Nước nóng không đủ dùng. Giá đồ ăn khá đắt tại resort.",,,Neutral,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,Positive,Negative,,,
"khach san sach se, doi dien bai man thai. nhan vien cuc ki nhiet tinh . se den vao lan sau neu ghe da nang :)",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Khách sạn sạch sẽ, nhân viên phục vụ tốt",,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Buffer sáng không ok lắm vì chưa tới 1/2 thời gian mà thức ăn, uống đã hết và không được bổ sung thêm cho khách ăn sau. Đã vậy ngày hôm sau cũng không rút kinh nghiệm và cứ để tình trạng này tiếp diễn... Mọi thứ còn lại ở TTC rất tốt.",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,Negative,
"khách sạn mới, phòng ốc đẹp, sạch sẽ. Tuy nhiên hướng phòng của mình không đón gió nên khá nóng. Đi Đà Lạt, ngoài trời khá lạnh mà trong phòng mình phải bật máy lạnh 17 độ mới có thể ngủ được.",,,Positive,,,,,,,Neutral,Positive,,,,,,,,,,,,,,,,,,,,,,,
"Không gian thoải mái, giấc ngủ tuyệt vời 😍",,,Positive,,Positive,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,
"Phòng khách sạn rất đẹp và sạch sẽ, ngay trung tâm. Điều mình thích nhất là khách sạn có phòng chờ để khách ngồi hoặc nằm nghỉ, mình đến khách sạn từ tờ mờ sáng nhưng được nghỉ ngơi rất thoải mái. Anh chủ rất dễ thương và tận tình luôn. Phòng khách sạn có cả tài khoản Netflix miễn phí. 10điểm ạ.",Positive,,,,,,,,,Positive,Positive,,,,,Positive,Positive,,,,,,,Positive,,Positive,,,Positive,Positive,,,,
Phòng ngủ đẹp. Sạch sẽ. Thoáng mát. Tiêp tân vui vẻ. Chuyên nghiệp,,,,,,,,,,Positive,Positive,Positive,,,,,,,,,,,,,,,,,Positive,,,,,
"Resort đẹp, thoải mái, ăn sáng ngon. Có xe đưa đón ra chợ theo giờ quy định",,,Positive,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,Positive,,
Nhân viên không thân thiện. Ngoài ra thì tất cả đều tốt. khách sạn nên trang bị thêm thang máy hiện đại bên cạnh thang máy cổ...,Positive,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,Negative,,,,,
"Khachs sạn sang xịn mịn, giá cả phải chăng,mọi người nên book ở cho chuyến đi của mình nhé",Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn vừa ý, phòng tương đối tiện nghi, vị trí gần chợ thuận lợi. Nhân viên nhiệt tình, vui vẻ.",,,,,Positive,,,,,,,Positive,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Khách sạn cách âm cực kì kém, tầng 3-4 vẫn nghe được tầng 1 nói chuyện.",,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lần đầu tiên ở tại Hung Nguyen Valley nhưng nhất định sẽ trở lại nhiều nhiều lần nữa. Các bạn lễ tân thì siêu dễ thương, hướng dẫn tận tình cho mình chổ ăn, di chuyển thế nào. Còn phòng thì thoải mái, view ban công thì khỏi bàn. Chỉ biết khen vì không có gì để chê. cảm ơn Hung Nguyen valley cho mình 1 kì nghỉ tuyệt vời (đây là lần đầu tiên mình đánh giá một dịch vụ)",Positive,,,,Positive,,,Positive,,,,Positive,,,,,,,,,,,,,,,,,Positive,,,,,
"Không khí yên tĩnh, cảnh đẹp, bữa sáng ngon",Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,
"Khách sạn cơ sở vật chất xuống cấp, cũ, bẩn, dịch vụ không đảm bảo, mất nước, rất mùi.",Negative,,,,,,,,,,Negative,,,,,,,,,Negative,,,,,,,Negative,,,,,,,
"Cảnh vật và cung cách phục vụ khá tốt nhưng phòng ngủ bí và hầm , cũ kỹ . Quạt máy ồn .. Ăn sáng ít và không ngon .",Positive,,,,,,,,,,,Negative,,,,,,,Negative,,,,,,,,,,Positive,,,Negative,Negative,
"Nhân viên thân thiện, khách sạn sạch sẽ, cảnh đẹp và yên tĩnh. Ăn sáng cũng có rất nhiều sự lựa chọn cho cả người lớn và trẻ nhỏ. Rất tiếc là gia đình không mang theo đồ bơi để trải nghiệm hồ bơi nước muối và nước ấm. Gia đình sẽ quay lại để trải nghiệm dịch vụ này cũng như sẽ giới thiệu bạn bè.",Positive,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,Positive,
"Phòng rộng rãi, săn được giá hợp lý, lần sau sẽ quay lại, nhân viên rất dễ Thương và nhiệt tình",Positive,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Tuyệt vời 🎉🎉🎉 View đẹp, sạch sẽ",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phòng rộng rãi, tông màu dễ thương, không gian nhiều cây xanh, hồ bơi rộng, địa điểm lý tưởng để ngắm hoàng hôn trên biển.",,,Positive,,,,,,,Positive,,,,,,,,,,,,,,Positive,,,,,,,,,,
"Phòng khá ok, có điều cách âm không được tốt. Lễ tân và nhân viên vui vẻ, lịch sự, nhiệt tình",,,,,,,,Positive,,Negative,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng rộng rãi có cả máy giặt, nhưng thiếu thốn đồ dùng làm bếp, chỉ có một cái nồi và không có thớt, kéo, nồi cơm điện. Không có khăn tắm và lúc mới nhận phòng hơi có mùi hôi nhưng chỗ homestay đã giải quyết tốt.",,,,,,,,,,Positive,Negative,,,,,,Neutral,,,,,,,,,,,,,,,,,
"Dịch vụ tốt. Nhân viên nhiệt tình, thân thiện.",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng bẩn, không có khăn tắm đầy đủ. Hành lang không dọn dẹp",,,,Negative,,,,,,,Negative,,,,,,Negative,,,,,,,,,,,,,,,,,
Villa rộng sạch đẹp ... phòng thoáng mát rọng rãi. Chỉ rieng phòng ngay hồ bơi nhỏ không được thoải mái lắm . hồ hơi hơi nhỏ so với dien tích cản villa khác to . Bữa snag phong phú ngon Néu lân sau đi se ghe tiếp.. vẫn hài long 90%,Positive,,Positive,Positive,Positive,,,,,Positive,,,,,,,,,,,,,,Negative,,Negative,,,,,,Positive,Positive,
"Book được căn view quá đẹp, căn 2505 view panorama",,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,
Phòng tuyệt vời hơn cả mong đợi.,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn ngay trung tâm, sạch sẽ yên tĩnh, mua trên app duoc nhiều mã rất rẻ, lần sau sẽ quay lại khách sạn này",Positive,Positive,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"Không khí trong lành, bãi biển rất sạch nếu không muốn nói là sạch không đục đục như những khu vực khác. Lễ tân rât nhiệt tình và thân thiện. Ăn sáng đa dạng. Có dịp sẽ quay trở lại.",Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,Positive,,,,Positive,,,,Positive,
"hài lòng về cách phục vụ, thiết bị vệ sinh nên đổi mới",,,,,Positive,,,,,,,,,,,,Negative,,,,,,,,,,,,Positive,,,,,
Nhân viên nhiệt tình. Cảnh đẹp. Tiện ích tốt. Nếu có dịp sẽ quay trở lại.,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Rất thích không gian khách sạn ở đây. Nhân viên phục vụ rất chu đáo, đồ ăn ngon",,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,Positive,,
"Khách sạn sạch sẽ, gần trung tâm tp. Rất tiện lợi",,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"Khách sạn đẹp, nhân viên thân thiện, ăn sáng ngon nhưng ở nhiều ngày thì mỗi ngày đều ăn sáng giống nhau :v mọi thứ đều rất tốt chỉ có điều ko tắm biển đc vì nhiều đá =((",,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Negative,Positive,,,Positive,Negative,
"Thứ 1 - phòng xuống cấp, gra giường bị dơ yêu cầu thay thì cũng bị thế này, quạt thì dơ và bụi kinh khủng 👇 Thứ 2- nhân viên lễ tân (ngày 8/11/20) cực kì hóng hách và gương mặt khó chịu như vô xin ở nhờ, gương mặt đại diện khách sạn mà như thế thì ế là chuẩn. Thứ 3 - giá khách sạn 3 sao nhưng chỉ 2 sao mà tiền phòng như giá khách sạn 4 sao. Mình đặt trên app giá 485k đến đó lễ tân yêu cầu mình phải đóng thêm 350k mới vào ở được vì bán nhầm giá (phần này thì app đã chịu vì do sơ suất, nhưng bé 6 tuổi mà phụ thu 150k thì quá đắt so với tiêu chuẩn khách sạn, mình ở khách sạn 4 sao phụ thu bé 6 tuổi chỉ 70k luôn ăn sáng. Tổng 2 vợ chồng và bé 6 tuổi khoảng 985 không thì never chấp nhận với tiêu chuẩn tệ như vậy đã vậy ăn sáng chỉ được 1 tô hủ tiếu và 1 li cà phê hoặc bánh mì ốp la chứ không phải buffet như những khách sạn khác (có lẻ vì ế) Thứ 4 - phòng không đúng như hình, nhỏ hơn hình mình đặt trên app - cách đây 4 năm mình đã từng ở view đẹp và phòng rộng, sạch sẻ nên quay lại nhưng lần này hoàn toàn thất vọng và sẽ không bao giờ quay trở lại ngay cả free cũng sẽ không vì phòng ẩm móc và tệ.",Negative,,,,Negative,,,Negative,Negative,Negative,Negative,,Negative,,,,,Negative,,,,,,,,,,,Negative,,Negative,,Negative,
Wifi hơi kém mặc dù có ở khắp nơi nhưng khó kết nối ! còn lại mọi thứ rất tốt,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,,,
"Nhân viên xem thường yêu cầu của khách, vì tới vtau trễ nên tôi check in khá trễ, nhận phòng và cả nhà fdi ăn ngay, lúc check in đã note kỹ cần kéo giường lại và nôi e bé, nhưng từ lúc yêu cầu đến lúc có được nôi là từ 7h tối đến 23h tối, tôi đã điện thoại lễ tân rất nhiều lần luôn, em bé quấy khóc vì buồn ngủ mà nôi không được mang lên, rất khó chịu với cách phục vụ của các bạn. ",,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Resort đẹp, sạch sẽ, buffet sáng ngon và nhà hàng có view đẹp, nhân viên thân thiện, đặc biệt là anh quản lý nhiệt tình,giá tốt, sẽ quay lại lần sau.",Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,,,Positive,,,Positive,,
"Phòng đẹp, view hướng hồ bơi, check in hồ bơi đẹp nha.",,,,,,,,Positive,,Positive,,,,,,,,,,,,,,Positive,,,,,,,,,,
"Tôi rất thích cách giải quyết vấn đề của khách sạn khi gặp sự cố đặt double booking, khách sạn đã thay đổi phòng có view hướng vườn thành phòng có view hướng biển, mặc dù tiền khách sạn đã bị gấp đôi số tiền ban đầu, nhưng dù sau cũng không đến nổi hối hận vì khung cảnh quá đẹp. Nếu mình có điều kiện mình sẽ quay lại đây nghĩ dưỡng lần nửa. Vị trí của khách sạn thuận tiện đi ra chợ đêm hay sân bay, và đặt biệt xe bus chở ra Vinpeal land ngay đầu hẻm khách sạn. Duy nhất chỉ có 1 bất tiện là khách sạn hơi sâu trong hẻm, nhưng cũng không tệ vì xung hẻm bán đầy đồ ăn, nên thôi cũng ok👍👍😁😁",Positive,,,,,,Negative,Positive,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Phòng sạch sẽ, nhân viên thân thiện dễ thương, giá phòng hợp lý so chất lượng, view đẹp giống hình 100%! Tuyệt vời",,,,,,,,Positive,Positive,,Positive,,Positive,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn đẹp, bài trí nên thơ. Mình ở phòng Premier nên khá rộng, thiết kế nhẹ nhàng trang nhã, tường kính view thung lũng. Tuy nhiên, điểm trừ ở phòng premier là bị mặt trời thiêu nên nóng, ngột ngạt, vì không có điều hòa.",,,Positive,,,,,Positive,,Neutral,,Negative,,,,,,,,Negative,,,,,,,,,,,,,,
"Khách sạn mới, phòng đẹp, nhìn sang Tuy nhiên đi bộ ra chợ có hơi bị mỏi chân 1 tí, đi taxi cũng rẻ. Bf sáng cũng nhiều món đa dạng",,,Positive,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,Positive,
"Phòng ốc rộng rãi, nhân viên nhiệt tình, cảnh biển đẹp. Dịch vụ tốt",Positive,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,
Nhân viên dễ thương và thân thiện,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"hồ bơi nhỏ và bẩn, mình đặt phòng view city mà dính ngay phòng cạnh căn nhà đang xây dựng, bụi rất nhiều. phòng tắm đẹp, khăn lau sạch, phòng king nhưng hơi nhỏ. ổ cắm điện có cái bị hư. khách sạn nên trang bị dù cho khách vì huế thường có mưa",,,,,,,,,,Negative,Negative,,,Negative,,,Positive,Positive,,Negative,,,,Negative,Negative,,,,,,,,,
"View biển đẹp, các khu vực công cộng có nhiều cây xanh mát mẻ. Hồ bơi sạch sẽ và rất đẹp. Nội thất tương đối cũ nhưng vẫn chấp nhận được. Bãi biển sạch sẽ. Lễ tân rất dễ thương tận tình recomment cho nhà mình chỗ ăn tối siêu ngon và rẻ. 1 ngày nghỉ rất thú vị với the sailing bay.",Positive,,Positive,,Positive,,,,,Negative,,,,,,,,,,,,,,,Positive,,,,Positive,,,,,
"Khách sạn gần biển, thuận tiện đi lại. Nhân viên lễ tân vui vẻ. Chỉ có điều phòng cách âm chưa tốt.",,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Phòng xuống cấp, ngộp ngạt, tủ lạnh không điều chỉnh được",,,,,,,,,,,,Negative,Negative,,,,,,,Negative,,,,,,,,,,,,,,
"Ra giường dính xíu máu, sự cố ngoài ý muốn, mà trả phỏng, thu thêm 200k phí giặt",,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,
"Chất lượng và dịch vụ tốt, sẽ trở lại",Positive,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dịch vụ tốt, có xe đưa đón sân bay miễn phí. Phòng sạch và đẹp",Positive,,,,,,,,,Positive,Positive,,,,,,,,,,,,,Positive,,,,,,,,,,
"Vị trí đẹp, khung cảnh thiên nhiên đáng để nghỉ dưỡng, thức ăn ngon. Tôi sẽ trở lại cùng gia đình",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,Positive,,
Rất ưng ý. Nơi ở thoáng mát đep. Nhân viên nhiệt tình chu đáo,,,,,Positive,,,,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn cổ ngay trung tâm gần hồ , nhưng sạch sẽ , giá phòng rẻ nếu đi ngày thường, ăn sáng buffet cũng được !",,,,Positive,,,,,Positive,,,,,,,,,,,,,,,,,,,,,Positive,,Positive,,
"Điểm cộng: phòng ốc mới, tiện nghi hiện đại Điểm trừ: khách quá đông nên check in mất nhiều thời gian, nhân viên lễ tân không niềm nở, không lawsng nghe khách. Hồ bơi đẹp, nhưng nhỏ mà đông khách không thể bơi được, lại không mở buổi tối cho khách bơi. Ăn sáng quá đông, và ít món, không ngon. Plus: new hotel with modern facilities Minus: - overcrowded at check in counter, so must wait quite long time - receptionist not friendly, not active listening to the request of guests. - nice, but can not use because of small swimming pool with overcrowded guests. Closed in the evening. - overcrowded breakfast restaurant, not anh lot of choices for breakfast Minus: over",,,,,,,,,,Positive,,,,,,,Positive,,,,,,,Neutral,,,,,Negative,,,Negative,Negative,
"Phòng sạch sẽ, nhân viên thân thiện, nhiệt tình",,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
Nhân viên lễ Tân phục vụ kém. Giao phòng không đúng với booking . Dịch vụ kém,Negative,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Một nơi vui chơi, nghỉ ngơi cùng gia đình quá tuyệt với",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn khá xa trung tâm, nằm trong khu vực cuối cùng của hồ Tuyền Lâm nên việc di chuyển khá khó khăn. View sân golf khá đẹp, thơ mộng tuy nhiên khuân viên resort lại không có nhiều chỗ để đi dạo chụp ảnh ... Phòng ốc còn mới nhưng không quá rộng, khá yên tĩnh. Đồ ăn sáng khá phong phú và hợp khẩu vị. Nhân viên vui vẻ, thân thiện, thủ tục check in qua Traveloka rất nhanh chóng.",Positive,,Negative,,,,,,,Neutral,,Positive,,,,,,,,,,,,,,,,,Positive,Negative,,Positive,Positive,
"phòng ốc đẹp, sàn nhà hơi bị dơ, phòng vệ sinh bị tắc nước. Thái độ nhân viên tốt, đồ ăn sáng cần được cải thiện hơn về chất và số lượng.",,,,,,,,,,Positive,Negative,,,,,,,,,Negative,,,,,,,,,Positive,,,Negative,Negative,
"Khách sạn sạch và đẹp, giá cả phải chăng",,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khách sạn tuyệt vời hơn mong đợi. Nhất định sẽ quay lại!,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nhân viên thân thiện, vui vẻ nhiệt tình, đồ ăn bình thường, phòng không ổn vì còn mùi và hệ thống ổ cắm điện cực kỳ tệ, không thuận tiện sử dụng!",,,,,,,,Negative,,,Negative,,,,,,Negative,,,,,,,,,,,,Positive,,,Neutral,,
Khách sạn rất trẻ trung và hợp với các cặp đôi trẻ. Tiện nghi sạch sẽ.,,,Positive,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phòng hơi bé so với hình ảnh, tiện nghi trong phòng đầy đủ. Lễ tân hỗ trợ khách nhiệt tình.",,,,,,,,,,Negative,,,,,Positive,,,,,,,,,,,,,,Positive,,,,,
Hài lòng với kỳ nghỉ tại MTLSG. Buffet sáng thức ăn không phong phú lắm.,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,
lần thứ 5 quay lại mọi thứ vẫn ok với khách sạn 5 sao. (mặc dù đã lượt bỏ bớt một số nhu cầu lúc ban đầu) vẫn sẽ là điểm đến mỗi khi xuống cần thơ,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thật bất ngờ, ở vùng khá xa trung tâm thành phố lại có một resort tuyệt vời đến thế. Cảnh quan đẹp nhiều cây cối, hồ bơi rộng, nhiều hoạt động ngoài trời và hoạt động cho khách lưu trú tại đây: yoga, arobic, water polo. Thức ăn đa dạng phong phú, nấu ăn ngon. Biển đẹp, không gian đẹp, vui Nhộn, phòng rộng sạch sẽ. Rất phù hợp chuyến đi gia đình có con nhỏ, nhóm gia đình. Chắc chắn sẽ quay lại cùng gia đình và người thân.",Positive,,,,,,,,,Positive,Positive,,,,,,,,,,,,,Positive,,,,,,,,Positive,Positive,
"Nơi nghỉ dưỡng tuyệt vời , nhất là khung cảnh, nội thất. Mình đặt phòng 2 Bedroom Excutiver rất rộng rãi, phòng sạch sẽ, nhân viên thân thiện nhiệt tình.Hồ bơi rộng , đẹp, sát biển . Chỉ có điều lúc checkin và checkout thì đông quá, láo nháo, sảnh khách sạn rất đẹp nhưng nóng vì không có quạt hay điều hoà cho khách ngồi chờ. Ăn sáng Bufet cũng nhốn nháo không kém, sảnh phòng ăn thì rất rộng, nhưng dồn khách lấy đồ ăn vào một phòng bé tý, khách thì đông, đi lại gây va chạm chỉ sợ đổ vỡ. Đồ ăn sáng Buffet còn ít chưa đa dạng so với tầm 1 khách sạn 4⭐️, mong là khách sạn quan tâm đến những vấn đề dù nhỏ nhưng sẽ góp phần phát triển tốt hơn",Positive,,Positive,,Negative,,,,,Positive,Positive,,,,Positive,,,,,,,,,Positive,,Negative,,,Neutral,Positive,,,Negative,
"Mình ở tầng 10 - phòng 1 phía nhìn ra cầu Cần Thơ, 1 phía nhìn ra sông. Buổi sáng rất đẹp và bình yên. Nhân viên thân thiện, có hồ bơi và khu vui chơi cho trẻ em. Đây là lần thứ 2 mình ở Mường Thanh Cần Thơ, vẫn sẽ quay lại nếu có dịp xuống đây!",Positive,,,,,,,Positive,,,,,,,,,,,,,,,,Positive,,,,,Positive,,,,,
